Município;Situação;Âmbito;Valor do Contrato;Contratada;CNPJ da Contratada;Contratante;Ano do Contrato;Descrição da Obra
Pederneiras;Em execução  atrasada;MUNICIPAL;612974,04;LIZ CONSTRUCOES E ILUMINACAO LTDA;18.579.949/000153;PREFEITURA MUNICIPAL DE PEDERNEIRAS;2024;CONTRATO DE EXECUÇÃO DAS OBRAS  DE INSTALAÇÃO DE CONJUNTOS DE ILUMINAÇÃO PÚBLICA NO INTERIOR DO PARQUE ECOLÓGICO VALE DO SOL.
Pederneiras;Em execução  atrasada;MUNICIPAL;385625,1;ANTONIO MARCOS DOS SANTOS AREIOPOLIS;67.740.084/000170;PREFEITURA MUNICIPAL DE PEDERNEIRAS;2024;CONTRATAÇÃO DE EXECUÇÃO DA CONSTRUÇÃO DE UM PRÉDIO DESTINADO À INSTALAÇÃO DE UM CENTRO DE APOIO AO TURISMO NO INTERIOR DO PARQUE ECOLÓGICO.
Pedra Bela;Em execução  no prazo;MUNICIPAL;151010,19;HYPE CONSTRUTORA LTDA;31.048.813/000185;PREFEITURA MUNICIPAL DE PEDRA BELA;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE CONJUNTO SANITÁRIO NO PORTAL DA TIROLESA PRAÇA DOS MEANOS BAIRRO CENTRO   PEDRA BELA/SP CONFORME AS ESPECIFICAÇÕES CONSTANTES DO TERMO DE REFERÊNCIA   ANEXO I E DEMAIS ANEXOS.
Pedra Bela;Paralisada;MUNICIPAL;496000;FC EMPREENDIMENTOS E SERVICOS LTDA;36.413.553/000113;PREFEITURA MUNICIPAL DE PEDRA BELA;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRAS PARA A AMPLIAÇÃO DA ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL ALGODÃO DOCE
Pedra Bela;Em execução  no prazo;MUNICIPAL;597249,11;WAW CONSTRUCOES LTDA;23.845.890/000138;PREFEITURA MUNICIPAL DE PEDRA BELA;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE PONTE DE CONCRETO ARMADO NA ESTRADA PDB155 SOBRE O RIO CAMANDUCAIA  BAIRRO BOCA DA MATA  PEDRA BELA/SP.
Pedra Bela;Em execução  no prazo;MUNICIPAL;908600,37;TERA INCORPORADORA E CONSTRUTORA LTDA;07.499.782/000102;PREFEITURA MUNICIPAL DE PEDRA BELA;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRAS DE REFORMA E AMPLIAÇÃO DA ESCOLA MUNICIPAL DE PEDRA BELA  1ª E 2ª FASES  TERMO DE CONVÊNIO N.º 103727/2022  1ª FASE  E TERMO DE CONVÊNIO N.º 103728/2022  2ª FASE
Pedra Bela;Em execução  atrasada;MUNICIPAL;124802,07;YFC CONSTRUTORA LTDA;15.186.965/000198;PREFEITURA MUNICIPAL DE PEDRA BELA;2019;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE ACADEMIA DA SAÚDE
Pedra Bela;Em execução  atrasada;MUNICIPAL;1313270,6;YFC CONSTRUTORA LTDA;15.186.965/000198;PREFEITURA MUNICIPAL DE PEDRA BELA;2017;CONSTRUÇÃO DE CRECHE
Pedranópolis;Em execução  no prazo;MUNICIPAL;530222,22;FBR PROJETOS E CONSTRUCOES LTDA;11.733.445/000105;PREFEITURA MUNICIPAL DE PEDRANÓPOLIS;2021;CONTRATAÇÃO DE EMPRESA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA EXECUÇÃO DA CONSTRUÇÃO CRECHE PADRÃO 02
Pedranópolis;Em execução  no prazo;MUNICIPAL;287775,85;ISABELA SILVESTRINI DOS SANTOS LTDA;13.319.270/000101;PREFEITURA MUNICIPAL DE PEDRANÓPOLIS;2020;CONTRATAÇÃO DE EMPRESA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA REFORMA E REVITALIZAÇÃO DA PRAÇA DA MATRIZ  DE PEDRANÓPOLIS.
Pedranópolis;Em execução  no prazo;MUNICIPAL;210000;GOMES & BENEZ ENGENHARIA LTDA.;05.107.851/000151;PREFEITURA MUNICIPAL DE PEDRANÓPOLIS;2017;CONTRATAÇÃO DE EMPRESA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA A EXECUÇÃO DA CONSTRUÇÃO DO PORTAL DO MUNICÍPIO DE PEDRANÓPOLIS.
Pedregulho;Em execução  no prazo;MUNICIPAL;912835,14;CINPAV PAVIMENTACAO LTDA;51.849.729/000178;PREFEITURA MUNICIPAL DE PEDREGULHO;2024;EXECUCAO DE OBRA CIVIL DE INFRAESTRUTURA URBANA  RECAPEAMENTO ASFALTICO EM VIAS PUBLICAS DO MUNICIPIO DE PEDREGULHO
Pedregulho;Em execução  no prazo;MUNICIPAL;375900;G F SILVA CONSTRUCOES LTDA;28.312.705/000163;PREFEITURA MUNICIPAL DE PEDREGULHO;2024;EXECUCAO DE OBRA CIVIL DE REFORMA DE QUADRAS  UNICIPAIS DA RUA JOAQUIM FERREIRA COELHO N SN CONFORME EDITAL E SEUS ANEXOS
Pedregulho;Em execução  no prazo;MUNICIPAL;739900;WANX CONSTRUTORA LTDA;30.126.604/000140;PREFEITURA MUNICIPAL DE PEDREGULHO;2024;EXECUCAO DE OBRA CIVIL DE REFORMA DO PREDIO DA RUA ELISEU ALVES TEIXEIRA N 401 PARA INSTALACAO DE REPARTICOES PUBLICAS
Pedregulho;Em execução  no prazo;MUNICIPAL;619000;L. R. REIS CONSTRUTORA LTDA;28.329.669/000140;PREFEITURA MUNICIPAL DE PEDREGULHO;2024;EXECUCAO DE OBRA CIVIL DE REFORMA E ADEQUACAO DO VELORIO MUNICIPALDE ACORDO COM O TERMO DE COMPROMISSO FIRMADO ENTRE O MUNICIPIO E OGOVERNO DO ESTADO DE SAO PAULO POR INTERMEDIO DA SECRETARIA DEGOVERNO E RELACOES INSTITUCIONAIS PROCESSO N SGRIPRC202300355DM CONFORME EDITAL E SEUS ANEXOS
Pedregulho;Em execução  no prazo;MUNICIPAL;4774222,88;S FIGUEIREDO CONSTRUTORA LTDA;62.371.489/000165;PREFEITURA MUNICIPAL DE PEDREGULHO;2023;EXECUCAO DE OBRA CIVIL DE CONSTRUCAO DE CRECHE PADRAO FDE  7 SALAS DE ACORDO COM O TERMO DE COMPROMISSO FIRMADO ENTRE O MUNICIPIO E O GOVERNO DO ESTADO DE SAO PAULO POR INTERMEDIO DA SECRETARIA DE ESTADO DA EDUCACAO PROCESSO N SEDUCPRC202202184DM
Pedregulho;Em execução  no prazo;MUNICIPAL;3423112,28;VAL ROCHA ENGENHARIA LTDA;06.242.356/000118;PREFEITURA MUNICIPAL DE PEDREGULHO;2023;EXECUCAO DE OBRA CIVIL DA 3 ETAPA DE INFRAESTRUTURA URBANA NA AVENIDA FELICIO POLO CONFORME PROJETOS PLANILHA ORCAMENTARIA ESPECIFICACOES E NORMAS TECNICAS
Pedregulho;Em execução  no prazo;MUNICIPAL;291097,5;G F SILVA CONSTRUCOES LTDA;28.312.705/000163;PREFEITURA MUNICIPAL DE PEDREGULHO;2021;EXECUÇÃO DE OBRA CIVIL DE CONSTRUÇÃO DO CENTRO COMUNITÁRIO DO BAIRRO SANTA TEREZINHA DA CIDADE DE PEDREGULHO DE ACORDO COM O CONVÊNIO FIRMADO ENTRE O  MUNICÍPIO E O GOVERNO ESTADUAL POR INTERMÉDIO DA SECRETARIA DE DESENVOLVIMENTO REGIONAL CONVÊNIO Nº 100024/2021.
Pedregulho;Em execução  no prazo;MUNICIPAL;153000;G F SILVA CONSTRUCOES LTDA;28.312.705/000163;PREFEITURA MUNICIPAL DE PEDREGULHO;2021;EXECUÇÃO DE OBRA CIVIL DE REFORMA E ADEQUAÇÃO DA UNIDADE DO ESF SANTA TEREZINHA DA RUA ANA RODRIGUES VILA VERDE FERREIRA Nº 135  NO BAIRRO SANTA TEREZINHA NA CIDADE DE PEDREGULHOSP.
Pedregulho;Em execução  no prazo;MUNICIPAL;54600;G F SILVA CONSTRUCOES LTDA;28.312.705/000163;PREFEITURA MUNICIPAL DE PEDREGULHO;2019;EXECUÇÃO DE OBRA CIVIL DE CONSTRUÇÃO DE QUADRA POLIESPORTIVA NO DISTRITO DA VILA PRIMAVERA DE ACORDO COM O CONVÊNIO FIRMADO ENTRE O MUNICÍPIO E O  GOVERNO DO ESTADO DE SÃO PAULO POR INTERMÉDIO DA SECRETARIA DE DESENVOLVIMENTO REGIONAL SOB Nº 129/2019
Pedregulho;Em execução  no prazo;MUNICIPAL;82759,24;G F SILVA CONSTRUCOES LTDA;28.312.705/000163;PREFEITURA MUNICIPAL DE PEDREGULHO;2019;EXECUÇÃO DE OBRA CIVIL DE REFORMA DE REFORMA DA ÁREA DE LAZER DA RUA CAPITÃO ELIAS MOREIRA Nº 45 NO CENTRO DA CIDADE DE PEDREGULHOSP.
Pedregulho;Em execução  no prazo;MUNICIPAL;1319973,87;VAL ROCHA ENGENHARIA LTDA;06.242.356/000118;PREFEITURA MUNICIPAL DE PEDREGULHO;2018;CONTRATO DE EMPREITADA POR PREÇO GLOBAL PARA EXECUÇÃO DE OBRA CIVIL DE PAVIMENTAÇÃO ASFÁLTICA E DRENAGEM PLUVIAL DO BAIRRO VILA IZABEL ? PEDREGULHO  SP DE ACORDO COM O CONVÊNIO FIRMADO ENTRE O MUNICÍPIO E O GOVERNO FEDERAL POR INTERMÉDIO DO MINISTÉRIO DA INTEGRAÇÃO NACIONAL PROCESSO Nº 59553.001401/201720  TERMO DE COMPROMISSO Nº 0574/2017 (0799225)
Pedregulho;Em execução  no prazo;MUNICIPAL;73217,05;L. R. REIS CONSTRUTORA LTDA;28.329.669/000140;PREFEITURA MUNICIPAL DE PEDREGULHO;2018;EXECUÇÃO DE OBRA CIVIL DE REFORMA DE PRÉDIO NO PARQUE DE EXPOSIÇÕES DR. DIRSO POLO PARA FUNCIONAMENTO DA GUARDA MUNICIPAL LOCALIZADO NA RUA TENETE SALVIANO S/ NÚMERO
Pedregulho;Em execução  no prazo;MUNICIPAL;39500;G F SILVA CONSTRUCOES LTDA;28.312.705/000163;PREFEITURA MUNICIPAL DE PEDREGULHO;2018;EXECUÇÃO DE OBRA CIVIL DE IMPLANTAÇÃO DE QUADRA DE FUTEBOL SOCIETY NA RUA CAP. ELIAS MOREIRA S/N CENTRO NA CIDADE DE PEDREGULHOSP DE ACORDO COM O CONVÊNIO FIRMADO ENTRE O MUNICÍPIO DE PEDREGULHO E O GOVERNO DO ESTADO POR INTERMÉDIO DA SECRETARIA DE ESTADO DE ESPORTE LAZER E JUVENTUDE CONFORME PROCESSO SELJ Nº 1350/2017
Pedreira;Em execução  no prazo;MUNICIPAL;981066,78;TECBULA CONSTRUCOES E REFORMAS SLU LTDA;51.888.489/000110;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE REFORMA DA EMEIEF MARIA HELENA FERRARESSO ARMIGLIATO LOCALIZADA NA RUA ANA FRANCISCA DE OLIVEIRA NO BAIRRO JARDIM SANTA CLARA  PEDREIRA/SP
Pedreira;Em execução  no prazo;MUNICIPAL;403446,9;M. PREVIATO  ENGENHARIA CONSTRUTORA E INCORPORADORA LTDA;23.079.921/000197;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE  MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE REVITALIZAÇÃO  DO MORRO DO CRISTO  FASE 2 LOCALIZADA NA AVENIDA JOAQUIM CARLOS  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;349500;HYPE CONSTRUTORA LTDA;31.048.813/000185;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE REFORMA DA CIMEI EVA DIRCE MARINELLI POLICARPO LOCALIZADA NA RUA JOÃO LUIS ALVARENGA NO BAIRRO VALE VERDE  PEDREIRA/SP
Pedreira;Em execução  no prazo;MUNICIPAL;229900;PHENIX CONSTRUTORA LTDA;53.987.549/000188;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE CONSTRUÇÃO DE 02 (DUAS) PRAÇAS LOCALIZADAS NA RUA ALEX CARREL NO BAIRRO JARDIM ANDRADE E NA RUA NELSON ANGELO TOMASINI NO CONJUNTO HABITACIONAL OSWALDO TEIXEIRA DE MAGALHÃES  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;1318000;BMC ENGENHARIA E CONSTRUCAO LTDA;38.905.295/000118;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO DE PESSOA JURÍDICA MEDIANTE CONCORRÊNCIA PÚBLICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE EXECUÇÃO DE REDE DE RECALQUE SISTEMA DE BOMBEAMENTO CONSTRUÇÃO DE DUAS BASES INDIVIDUALIZADAS EM CONCRETO ARMADO PARA INSTALAÇÃO DE DOIS RESERVATÓRIOS METÁLICOS FUNDO CHATO COM CAPACIDADE DE 60M³ CADA E CONSTRUÇÃO DE CASA DE BOMBAS NO MUNICÍPIO DE PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;294000;HYPE CONSTRUTORA LTDA;31.048.813/000185;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO(ÕES) DE PESSOA(S) JURÍDICA(S) MEDIANTE A CONCORRÊNCIA PÚBLICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIO(S) PARA O SERVIÇO DE CONSTRUÇÃO DE PRAÇA DE ALIMENTAÇÃO COM SANITÁRIOS E REFORMA DOS VESTIÁRIOS NA PRAÇA ESPORTIVA "ALCIDES GRITTI" LOCALIZADA NA AV. FIORAVENTE CARLOTTI  CONJ. HABITACIONAL SHIGUEO KOBAYASHI  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;804000;HYPE CONSTRUTORA LTDA;31.048.813/000185;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO(ÕES) DE PESSOA(S) JURÍDICA(S) MEDIANTE CONCORRÊNCIA PÚBLICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE CONSTRUÇÃO DE 03 (TRÊS) PRAÇAS NO MUNICÍPIO DE PEDREIRA/SP
Pedreira;Em execução  no prazo;MUNICIPAL;300000;MAXIMUS CONSTRUTORA E ESTRUTURAS METALICAS LTDA;34.692.583/000180;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO(ÕES) DE PESSOA(S) JURÍDICA(S) MEDIANTE CONCORRÊNCIA PÚBLICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE CONSTRUÇÃO DE 03 (TRÊS) PRAÇAS NO MUNICÍPIO DE PEDREIRA/SP
Pedreira;Em execução  no prazo;MUNICIPAL;306620,89;HYPE CONSTRUTORA LTDA;31.048.813/000185;PREFEITURA MUNICIPAL DE PEDREIRA;2024;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL(FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO  DE OBRA NECESSÁRIOS) PARA A REFORMA DA CIMEI JESUS MENINO  LOCALIZADO NA AVENIDA DR. SILVIO DE AGUIAR MAYA 952  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;27700;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;24000;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;32438;PETERSON MARQUES;30.893.576/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;281147,98;ESTRUTURASE CONSTRUCOES E REFORMAS LTDA;35.014.790/000149;PREFEITURA MUNICIPAL DE PEDREIRA;2023;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO  DE OBRA NECESSÁRIOS) PARA A  AMPLIAÇÃO DA CRECHE PROFESSORA SONIA MARIA FERRARETO BACCARELLI  LOCALIZADO NA RUA ERMELINDA LAZARINI FERRARESSO BAIRRO SANTA CRUZ  PEDREIRA  SP.
Pedreira;Em execução  no prazo;MUNICIPAL;29226,65;DANIEL VIEIRA DE ASSUNCAO 31104680858;23.184.589/000120;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;235473,07;ESTRUTURASE CONSTRUCOES E REFORMAS LTDA;35.014.790/000149;PREFEITURA MUNICIPAL DE PEDREIRA;2023;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL(FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO  DE OBRA NECESSÁRIOS) PARA A CONSTRUÇÃO DA "OCA"  ESPAÇO PARA CONSCIENTIZAÇÃO AMBIENTAL NO ZOO BOSQUE  LOCALIZADO NA RUA SANTOS DUMONT 69  JARDIM TRIUNFO (MORUMBI)  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;24250;GILMAR VITOR DAMAZIO 30154337846;26.199.438/000134;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;78099,54;HYPE CONSTRUTORA LTDA;31.048.813/000185;PREFEITURA MUNICIPAL DE PEDREIRA;2023;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA REFORMA E ADEQUAÇÃO DOS BANHEIROS  PRAÇA DE ALIMENTAÇÃO LOCALIZADA NA RUA IDALINA STEOLA  JARDIM TRIUNFO  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;30320;D J F PROJETOS E CONSTRUCAO LTDA;48.374.153/000125;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;18250;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;31000;CONSTRUTORA CAVAZOTTO LTDA;25.055.640/000120;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;30450;H. S. CASTRO TERRAPLENAGEM LTDA;09.688.070/000159;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;29250;NOVATERRA TERRAPLANAGEM E SERVICOS LTDA;59.021.303/000133;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;32500;PABLO HENRIQUE MARQUES 37884021803;29.448.232/000199;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;24901,13;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;24510;D J F PROJETOS E CONSTRUCAO LTDA;48.374.153/000125;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  atrasada;MUNICIPAL;29800;D J F PROJETOS E CONSTRUCAO LTDA;48.374.153/000125;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;25550;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;29730;PETERSON MARQUES;30.893.576/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;24323;PABLO HENRIQUE MARQUES 37884021803;29.448.232/000199;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;30500;MARCOS ROBERTO DEGASPERI;39.606.928/000150;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;29811,16;MICHAEL CESAR ALVES FERREIRA;20.888.507/000130;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;24237,38;BRUNO RONALDO PANINI NICIOLI 50517464896;40.781.271/000146;PREFEITURA MUNICIPAL DE PEDREIRA;2023;
Pedreira;Em execução  no prazo;MUNICIPAL;3776679,04;DJR DE OLIVEIRA LTDA;28.356.611/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2023;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA CONSTRUÇÃO DE UMA CRECHE A SER EDIFICADA NA ESTRADA MUNICIPAL HAMILTON BERNARDES  JARDIM SANTA CLARA  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;32832,07;DANILO ALVES RIBEIRO 45400434800;45.543.073/000168;PREFEITURA MUNICIPAL DE PEDREIRA;2022;
Pedreira;Em execução  no prazo;MUNICIPAL;732888,98;JEA CONSTRUTORA E INCORPORADORA LTDA;23.791.120/000150;PREFEITURA MUNICIPAL DE PEDREIRA;2022;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA EXECUÇÃO DE SERVIÇOS DE REFORMA E PINTURA NA EMEIEF PROFESSORA MARIA HELENA FERRARESSO ARMIGLIATO LOCALIZADA NA RUA ANA FRANCISCA DE OLIVEIRA  LOTEAMENTO FAZENDA SANTA CLARA  PEDREIRA/SP
Pedreira;Em execução  no prazo;MUNICIPAL;311073,03;ZANELATO ENGENHARIA LTDA;15.916.173/000121;PREFEITURA MUNICIPAL DE PEDREIRA;2022;CONTRATAÇÃO DE PESSOA JURIDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE CONSTRUÇÃO DE MURO DE ARRIMO MURO DE FECHAMENTO E SISTEMA DE DRENAGEM NO CEMITÉRIO MUNICIPAL LOCALIZADO NA AV. FIORAVANTE BARUCHI  BAIRRO SANTA CRUZ NA CIDADE DE PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;24999;DANILO ALVES RIBEIRO 45400434800;45.543.073/000168;PREFEITURA MUNICIPAL DE PEDREIRA;2022;
Pedreira;Em execução  no prazo;MUNICIPAL;532020,67;SIALDRILL ENGENHARIA E CONSTRUCOES LTDA;08.024.836/000138;PREFEITURA MUNICIPAL DE PEDREIRA;2022;CONTRATAÇÃO DE PESSOA JURIDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA OS SERVIÇOS DE CONSTRUÇÃO DE REDE DE CAPTAÇÃO E RECALQUE NOS BAIRROS JARDIM SANTA CLARA E ALTOS DE SANTA CLARA PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;29462,79;P.C. ASSENCO CONSTRUCAO CIVIL;30.208.335/000160;PREFEITURA MUNICIPAL DE PEDREIRA;2021;
Pedreira;Em execução  no prazo;MUNICIPAL;20000;PETERSON MARQUES;30.893.576/000196;PREFEITURA MUNICIPAL DE PEDREIRA;2021;
Pedreira;Em execução  no prazo;MUNICIPAL;107325,72;CASA VERDE AMBIENTAL LTDA;35.072.926/000177;PREFEITURA MUNICIPAL DE PEDREIRA;2021;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA EXECUÇÃO DE SERVIÇOS DE COBERTURA EM ESTRUTURA METÁLICA NO ESTACIONAMENTO DO CONJUNTO HABITACIONAL MARCÍLIO MORATORI NO MUNICÍPIO DE PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;32500;RENOVE EMPREITEIRA PEDREIRA LTDA;34.773.024/000103;PREFEITURA MUNICIPAL DE PEDREIRA;2020;
Pedreira;Paralisada;MUNICIPAL;350050,78;CONSTRUTORA NORBEX LTDA;53.182.432/000127;PREFEITURA MUNICIPAL DE PEDREIRA;2020;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA IMPLANTAÇÃO DA PRIMEIRA FASE DO COMPLEXO NAECAP  ECOTERAPIA LOCALIZADO NA RUA JOSÉ AUGUSTO CAU S/N°  LOTEAMENTO VALE VERDE I  PEDREIRA/SP.
Pedreira;Em execução  no prazo;MUNICIPAL;24112,05;RENOVE EMPREITEIRA PEDREIRA LTDA;34.773.024/000103;PREFEITURA MUNICIPAL DE PEDREIRA;2020;
Pedreira;Em execução  no prazo;MUNICIPAL;30222,22;RRL  SERVICOS DE CONSERVACAO AMBIENTAL LTDA;15.619.054/000107;PREFEITURA MUNICIPAL DE PEDREIRA;2020;
Pedreira;Paralisada;MUNICIPAL;1326284;CADRE ENGENHARIA LTDA;20.241.810/000147;PREFEITURA MUNICIPAL DE PEDREIRA;2020;CONTRATAÇÃO DE PESSOA JURÍDICA POR EMPREITA GLOBAL (FORNECIMENTO DE MATERIAIS EQUIPAMENTOS E MÃO DE OBRA NECESSÁRIOS) PARA A CONSTRUÇÃO DE ESTAÇÃO ELEVATÓRIA DE ESGOTO REDE DE RECALQUE E EMISSÁRIO DE ESGOTO NA RUA NELSON CUSTÓDIO ESTRADAS MUNICIPAIS OLIVAL PIRES E FIORAVANTE CARLOTTI RUAS PROJETADA E COSMÓPOLIS E AVENIDA ANTONIO SERAFIM PENTEAN BAIRRO JARDIM MARAJOARA  NESTE MUNICÍPIO.
Pedreira;Em execução  no prazo;MUNICIPAL;11000;MOIZES BEZERRA DA SILVA FILHO 36260957890;29.658.904/000190;PREFEITURA MUNICIPAL DE PEDREIRA;2020;
